id,name,category,subcategory,aurum,aurum_vozvr,argentum,argentum_vozvr,plat,plat_vozvr,palad,palad_vozvr,rod,irid,rut,mpg,indii,osmii,ekran,diam_prov,ch_jil,mat_jil,plotn_opl,prov_v_zhile,sech_jil,koldet,title,description,type,tom,revision,pages,publisher,year,isbn,rem,remarks
16012,контактор вкдд533дод,Контакторы,,0,0,7.88,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16013,контактор 5вб 566.420,Контакторы,,0,0,5.4347,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16014,контактор 5вб 566.424,Контакторы,,0,0,5.9835,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16015,контактор 5вб 566.428,Контакторы,,0,0,7.6306,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16016,контактор 5вб 566.433,Контакторы,,0,0,6.0305,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16017,контактор 5вб 566.451,Контакторы,,0,0,5.7543,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16018,контактор 5вб 566.499,Контакторы,,0,0,2.1707,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16019,контактор 5вб 566.524,Контакторы,,0,0,7.5896,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16020,контактор 5вб 566.529,Контакторы,,0,0,6.388,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16021,контактор 5вб 581.033.766,Контакторы,,0,0,4.8305,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16022,контактор 8вб 557.575,Контакторы,,0,0,3.5211,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16023,контактор дткс133дг,Контакторы,,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16024,контактор квт10-400,Контакторы,,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16025,контактор кдтв ту16.524.013.77,Контакторы,,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16026,контактор кие020,Контакторы,,0,0,1.48876,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16027,контактор кие030,Контакторы,,0,0,2.10008,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16028,контактор кие120,Контакторы,,0,0,1.49106,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16029,контактор кие130,Контакторы,,0,0,1.93896,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16030,контактор кие2211,Контакторы,,0,0,4.21932,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
16031,контактор кие230,Контакторы,,0,0,6.01037,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20453,сп3-19а-1 ком,Резисторы,,0,0,0.01736,0,0,0,0.00309,0,0,0,0.0001,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20454,сп3-19а-1 мом,Резисторы,,0,0,0.01712,0,0,0,0.00268,0,0,0,0.00014,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20455,"сп3-19а-1,5 ком",Резисторы,,0,0,0.01732,0,0,0,0.00284,0,0,0,0.00012,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20456,сп3-19а-10 ком,Резисторы,,0,0,0.01309,0,0,0,0.00268,0,0,0,0.00014,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20457,сп3-19а-100 ком,Резисторы,,0,0,0.01302,0,0,0,0.00268,0,0,0,0.00019,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20458,сп3-19а-15 ком,Резисторы,,0,0,0.01308,0,0,0,0.00268,0,0,0,0.00013,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20459,сп3-19а-150 ком,Резисторы,,0,0,0.01302,0,0,0,0.00289,0,0,0,0.00019,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20460,"сп3-19а-2,2 ком",Резисторы,,0,0,0.01319,0,0,0,0.00278,0,0,0,0.00014,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20461,сп3-19а-22 ком,Резисторы,,0,0,0.01307,0,0,0,0.00268,0,0,0,0.00011,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20462,сп3-19а-220 ком,Резисторы,,0,0,0.01048,0,0,0,0.00268,0,0,0,0.00019,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20463,"сп3-19а-3,3 ком",Резисторы,,0,0,0.01724,0,0,0,0.00273,0,0,0,0.00016,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20464,сп3-19а-33 ком,Резисторы,,0,0,0.01306,0,0,0,0.00268,0,0,0,0.00009,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20465,сп3-19а-330 ком,Резисторы,,0,0,0.01712,0,0,0,0.00268,0,0,0,0.00018,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20466,сп3-19а-330 ом,Резисторы,,0,0,0.01337,0,0,0,0.00299,0,0,0,0.00006,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20467,"сп3-19а-4,7 ком",Резисторы,,0,0,0.0131,0,0,0,0.00268,0,0,0,0.00018,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20468,сп3-19а-47 ком,Резисторы,,0,0,0.01305,0,0,0,0.00268,0,0,0,0.00008,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20469,сп3-19а-470 ком,Резисторы,,0,0,0.01712,0,0,0,0.00268,0,0,0,0.00017,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20470,сп3-19а-470 ом,Резисторы,,0,0,0.01335,0,0,0,0.0032,0,0,0,0.00006,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20471,"сп3-19а-6,8 ком",Резисторы,,0,0,0.0131,0,0,0,0.00289,0,0,0,0.00016,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
20472,сп3-19а-68 ком,Резисторы,,0,0,0.01712,0,0,0,0.00268,0,0,0,0.0002,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
50191,КУВ-11,Бронетанковая техника,Блок,0.1133,0,3.0454,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50192,КУВ-3,Бронетанковая техника,Блок,0,0,4.575,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50193,КУВ11-6-1С,Бронетанковая техника,Блок,0.1135,0,3.0591,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50194,Л-4А,Бронетанковая техника,Блок,0.2985,0,25.2219,0,0.2412,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50195,ОУ-5,Бронетанковая техника,Блок,0.2985,0,25.222,0,0,0,0,0,0,0,0,0.2412,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50196,П-13,Бронетанковая техника,Блок,0,0,0.391,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50197,П-3,Бронетанковая техника,Блок,0,0,4.5935,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50198,П11-5-2С,Бронетанковая техника,Блок,0.00205,0,0.3118,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50199,П2,Бронетанковая техника,Блок,3.72,0,35.194,0,0,0,0,0,0,0,0,4.36,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50200,ПАГ-1Ф,Бронетанковая техника,Блок,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50201,ПАС-15-2СТУ,Бронетанковая техника,Блок,0.002507,0,6.984981,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50202,ПД-74,Бронетанковая техника,Блок,0,0,0.9774,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50203,ПО-900,Бронетанковая техника,Блок,0.207,0,7.513,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50204,ПТ-800,Бронетанковая техника,Блок,0.1095,0,11.3489,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50205,ПУС-15Р,Бронетанковая техника,Блок,0.0918,0,5.6894,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50206,ПУС-71,Бронетанковая техника,Блок,0.0021,0,161.77,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50207,Р-123,Бронетанковая техника,Блок,0.194,0,36.959,0,0,0,0,0,0,0,0,0.0025,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50208,Р-123МТ,Бронетанковая техника,Блок,0.194,0,36.959,0,0,0,0,0,0,0,0,0.0025,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50209,Р-123МУ,Бронетанковая техника,Блок,0.194,0,36.959,0,0,0,0,0,0,0,0,0.0025,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
50210,Р-130,Бронетанковая техника,Блок,10.492,0,53.337,0,3.963,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,61 БТРЗ,0,,,
116032,ИМП,Инженерная техника,Изделие,0,0,0.8411,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116033,МАФС-3,Инженерная техника,Изделие,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116034,МРИВ,Инженерная техника,Изделие,0.035,0,42.437,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116035,ПД-430,Инженерная техника,Изделие,1.199,0,0.45,0,0.264,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116036,ПД-430 (учебное),Инженерная техника,Изделие,1.199,0,0.45,0,0.264,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116037,ПД-640,Инженерная техника,Изделие,3.0212,0,4.9827,0,0.01,0,0,0,0,0,0,0.2592,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116038,ПР-507,Инженерная техника,Изделие,0.81,0,1.44,0,0.042,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116039,ДИМ-М,Инженерная техника,Искатель,0.54,0,2.393,0,0.219,0,0,0,0,0,0,0.017,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116040,ИМБ,Инженерная техника,Искатель,2.3956,0,5.30909,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 64044,0,,,
116041,ИМП-2,Инженерная техника,Искатель,0.81,0,1.44,0,0.042,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116042,ПР-505,Инженерная техника,Искатель,0.477,0,0.6758,0,0.0484,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116043,РВМ-2М,Инженерная техника,Искатель,0.209,0,2.743,0,0.012,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116044,АТО-3 (радио),Инженерная техника,Мастерская,14.928461,0,116.2774,0,3.6291,0,0.64373,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,"Часть 3. Аппаратура радиосвязи, телевидения и радиовещания.",2,,"ООО ""Связьоценка""",2003,,,
116045,АТО-39 АВТО,Инженерная техника,Мастерская,97.6868,0,2325.32,0,40.9,0,0,0,0,0,0,22.96,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 75752,0,,,
116046,АТО-УМ1 (радио),Инженерная техника,Мастерская,16.012651,0,117.8765,0,3.6911,0,0.64813,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,"Часть 3. Аппаратура радиосвязи, телевидения и радиовещания.",2,,"ООО ""Связьоценка""",2003,,,
116047,М3-М2 АВТО,Инженерная техника,Мастерская,11.63,0,194.15,0,3.9476,0,0,0,0,0,0,4.121,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,в/ч 75752,0,,,
116048,МРС-АТ,Инженерная техника,Мастерская,0.118,0,29.81,0,0.008,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
116049,МРТП,Инженерная техника,Мастерская,0,0,121.59,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
116050,МРХТО-53,Инженерная техника,Мастерская,0,0,26.7246,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,МЧС,0,,,
116051,"Плазма-2 на 1-П-2,5",Инженерная техника,Мастерская,0.03,0,5.79,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49645,Вяз (пульт управления),Аппаратура связи,Радиостанция,0,0,3.234,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49646,Глет-3,Аппаратура связи,Радиостанция,0,0,12.348,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49647,Глет-Н,Аппаратура связи,Радиостанция,0,0,10.334,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49648,Горизонт,Аппаратура связи,Радиостанция,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49649,Гранит,Аппаратура связи,Радиостанция,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49650,Гранит (55РТС-А2-4М),Аппаратура связи,Радиостанция,1.318091,0,5.9426496,0,5.0216,0,0,0,0,0,0,0.0091,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,Связь-Инвест,0,,,
49651,Гранит (65РТС-А2-4М),Аппаратура связи,Радиостанция,0.2793,0,10.7224,0,3.3259,0,0,0,0,0,0,0.0091,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,Связь-Инвест,0,,,
49652,Гранит-М,Аппаратура связи,Радиостанция,0,0,324.18,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49653,Гроза-2С,Аппаратура связи,Радиостанция,0.5765,0,12.8271,0,0.0802,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,Связь-Инвест,0,,,
49654,Грот,Аппаратура связи,Радиостанция,6.555,0,21.19,0,0,0,0,0,0,0,0,0.1,0,0,,0,0,,,0,0,,Отраслевой перечень,,Перечень,,,,Служба связи ЛенВМБ,0,,,
49655,Дельфин,Аппаратура связи,Радиостанция,0,0,8.587,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Перечень производителя,,перечень,,,,МПСС (поставки для КГБ),0,,,
49656,Днепр,Аппаратура связи,Радиостанция,0.161,0,1.632,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49657,Днепр 54100,Аппаратура связи,Радиостанция,0.1606776,0,0.082374,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49658,Дубрава 12-13,Аппаратура связи,Радиостанция,0,0,935.186,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49659,Дубрава РПУ,Аппаратура связи,Радиостанция,0,0,470.73,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
49660,Дуплекс,Аппаратура связи,Радиостанция,14,0,69.65,0,0.43,0,0,0,0,0,0,0.02,0,0,,0,0,,,0,0,,Отраслевые данные,,,,,,в/ч 52917,0,,,
49661,Залив-К,Аппаратура связи,Радиостанция,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
